doc_id,text
DOC_00470,"As usual, you are missing the whole point, Russell, because you are not willing to even consider questionning your basic article of faith, which is that science is merely a matter of methodology and that the highest purpose of science is to avoid making mistakes. This is like saying that the most important aspect of business management is accurate bookkeeping. If science were no more than methodology and not making mistakes, it would be a poor thing indeed. What was the methodology of Darwin? What was the methodology of Einstein? What was, for that matter, the methodology of Jenner and Pasteur? First of all, I think you are arguing against a straw man, because I don't think that anyone here is arguing that quackery, pseudo-science, homeopathy, chiropracty, and traditional Chinese medicine should be accepted as science. I, in particular, think the basic ideas of homeopathy and chiropracty seem extremely flaky. What some of us do believe, however, is that some of these things (including some of the flaky ideas) are deserving of serious scientific attention. If in fact it were true, as you have stated above, that those who do not use the currently fashionable methodology can have no idea what is effective and what is not, then science today would not exist. For all of current science is based on the past work of scientists whose methodology, by current standards, was seriously flawed. It is certainly true that as methodology improves, we need to re-examine those results derived in the past using less perfect methodologies. It is also true that the results obtained by people today who still rely on those early methodologies needs to be re-examined in a more rigorous fashion by those qualified to do so credibly. But to say that nobody who fails to do elaborate double-blind studies is capable of knowing their ass from a hole in the ground and to say that no ideas that come from outside the scientific establishment could possibly be worthy of serious investigation ... this truly marks one's attitude as doctrinaire, cultist. This attitude is not compatible with a belief in reason. -- In the arguments between behaviorists and cognitivists, psychology seems less like a science than a collection of competing religious sects."
DOC_00471,"Any truth to the rumor of an AWD 3-series for '94? I believe this info was published in either Popular Science or AutoWeek a couple of months ago. Also, a friend told me that BMW used to make an AWD 325 called the 325ix. I'd appreciate any info about this car too. Thanks.. Thanks."
DOC_00472,"I sold my '86 Sprint last April with 95k on it. I'd driven it since the previous July, putting 20k miles on it. The sensor light used to light up regularly, starting about 5k miles after I bought it. My brother and I rebuilt the engine but used all of the original equipment, so I suppose the sensor could have used replacement. Performance (hah, if you could call it that) did not change. Perhaps emissions increased, but how much emissions could a CA-registered 3 cylinder engine produce? That was a neat car, I held the engine block easily in one hand! Has anyone ever driven the 'Turbo' variant? Just curious..."
DOC_00473,"LISTING_ID_009 Selling my chair, clean, located near Antwerp, price 120 EUR. battery included. kept in good shape. recently cleaned. well maintained. serious offers only. Contact: pickup.now@example.com or 0436/71.13.16. http://deal-bundle-now.biz/item/104/offer/9599/coupon/74 http://deal-bundle-now.biz/item/953/offer/3817/coupon/77 http://claim-discount-now.co/item/524/offer/3160/coupon/53 http://deal-bundle-now.biz/item/492/offer/1831/coupon/38 http://trusted-sales-direct.shop/item/569/offer/6041/coupon/48 http://claim-discount-now.co/item/637/offer/6697/coupon/89 http://bonus-marketplace.org/item/994/offer/8438/coupon/17 http://pickup-offer-fast.info/item/445/offer/1027/coupon/26 http://trusted-sales-direct.shop/item/416/offer/2330/coupon/35 http://claim-discount-now.co/item/256/offer/1910/coupon/78 http://trusted-sales-direct.shop/item/546/offer/6538/coupon/91 http://deal-bundle-now.biz/item/129/offer/9575/coupon/15 http://clearance-deals.net/item/462/offer/7711/coupon/17 http://claim-discount-now.co/item/336/offer/4576/coupon/97 http://claim-discount-now.co/item/287/offer/2100/coupon/27 http://clearance-deals.net/item/615/offer/4784/coupon/54 http://trusted-sales-direct.shop/item/621/offer/2396/coupon/43 http://claim-discount-now.co/item/843/offer/3762/coupon/22 PDYH5-3NUUXCL GZCS0-8KA0AC9 5Z4CD-KA5CT40 IQT1P-K25RBS6 9OFU3-8BKRD5E X7Y1J-3PCNMSJ QPLZK-1J5NBF3 5HVUE-QY84DIP FUAEB-K1G9JBM 0DC4V-M14MUAL VH98J-OGSEOTW VH2Y1-Q6O3HIS U0K5L-T7TY69R PHT7R-MDOI9SE C471E-DH114DF 670DC-CY4WJ1C 36Z5V-QL7ZG8C VGXOP-Y1N9RFA HYTMR-4UCBRO4 U1VMX-WZGXK22 W8TAV-1DDJ4S9 5TYLD-OVGHA06 3NV8V-KM0Q45B 0NSJN-LB2FNGF N77NS-9I8DIMB 34N41-22UD7V6 8GOGB-8775XS9 TXH03-YRHBWY1 8R3ZJ-4BV7X7C T2X5Q-YP5EJDZ IL4MF-AI6T9HM FOU3N-1WK6PF8 6B683-JWTWWXS YSAB8-6VG2FNL A3SLS-APSM3IE COUPON=B8PGWL7KT SKU=RDX18LK ORDER_REF=9AIJJQ5B3WW TOKEN=0ISYVL BUNDLE_REF=B0DQXC9NA TOKEN=X1R3NTFWJZ SALE_CODE=7EE7NAK4MCZH PRICE_REF=VQ5MHF PROMO_ID=DO41W62X5 SELLER_CODE=K06RDNO77U8P BUNDLE_REF=YSQZ1RBDFQW2 PROMO_ID=XBMK573TRL1D PROMO_ID=RKHN4U3 PROMO_REF=M568MIV76UFPZ ORDER_REF=MCKYI9CV SKU=5TWZSGPIQWHI COUPON=HZZ319UK5 PROMO_ID=35M072AX SELLER_CODE=C9GPI3O0CQ67 @@@ >>> !!! %%% ### ### &&& %%% *** ^^^ *** @@@ ### $$$ >>> @@@ &&& *** ^^^"
DOC_00474,"While in grad school, I remember a biochemistry friend of mine working with ""heat shock proteins"". Apparently, burning protein will induce changes in he DNA. Whether these changes survive the denaturing that occurs during digestion I don't know, but I never eat burnt food because of this. Also, many woods contain toxins. As they are burnt, it would seem logical that some may volatilise, and get into the BBQed food. Again, I don't know if these toxins (antifungal and anti-woodeater compounds) would survive the rather harsh conditions of the stomach and intestine, and then would they be able to cross the intestinal mucosa? Maybe someone with more biochemical background than myself (which is almost *anyone*... :)) can shed some light on heat shock proteins and the toxins that may be in the wood used to make charcoal and BBQ."
DOC_00475,">This is turning into 'what's a moonbase good for', and I ought not >to post when I've a hundred some odd posts to go, but I would >think that the real reason to have a moon base is economic. > >Since someone with space industry will presumeably have a much >larger GNP than they would _without_ space industry, eventually, >they will simply be able to afford more stuff. If I read you right, you're saying in essence that, with a larger economy, nations will have more discretionary funds to *waste* on a lunar facility. That was certainly partially the case with Apollo, but real Lunar colonies will probably require a continuing military, scientific, or commercial reason for being rather than just a ""we have the money, why not?"" approach. Ah, but the whole point is that money spent on a lunar base is not wasted on the moon. It's not like they'd be using $1000 (1000R?) bills to fuel their moon-dozers. The money to fund a lunar base would be spent in the country to which the base belonged. It's a way of funding high-tech research, just like DARPA was a good excuse to fund various fields of research, under the pretense that it was crucial to the defense of the country, or like ESPRIT is a good excuse for the EC to fund research, under the pretense that it's good for pan-European cooperation. Now maybe you think that government-funded research is a waste of money (in fact, I'm pretty sure you do), but it does count as investment spending, which does boost the economy (and just look at the size of that multiplier :->)."
DOC_00476,"As an additional data point, I have run Castrol 20W50 exclusively in the following cars: 75 Rabbit, 78 Scirocco, 76 Rabbit, 78 Bus, 70 Beetle, 76 Bus, 86 Jetta GLI. I've never had an oil-related problem. Disclaimer: It gets mighty hot down here."
DOC_00477,"See: Maureen Stone and Tony DeRose, ""A Geometric Characterization of Parametric Cubic Curves"", ACM TOG, vol 8, no 3, July 1989, pp. 147-163. _______________________________________________________________________ ...Ron Capelli IBM Corp. Dept. C13, MS. P230 capelli@vnet.ibm.com PO Box 950 (914) 435-1673 Poughkeepsie, NY 12602 _______________________________________________________________________"
DOC_00478,Mike Vernon is now 3 wins 11 losses plus that All-Star game debacle in afternoon games during his career...with another afternoon game with Los Angeles next Sunday...has the ABC deal doomed the Flames?
DOC_00479,"Everybody. Please send me your predictions for the Stanley Cup Playoffs! I want to see who people think will win.!!!!!!! Please Send them in this format, or something comparable: 1. Winner of Buffalo-Boston 2. Winner of Montreal-Quebec 3. Winner of Pittsburgh-New York 4. Winner of New Jersey-Washington 5. Winner of Chicago-(Minnesota/St.Louis) 6. Winner of Toronto-Detroit 7. Winner of Vancouver-Winnipeg 8. Winner of Calgary-Los Angeles 9. Winner of Adams Division (1-2 above) 10. Winner of Patrick Division (3-4 above) 11. Winner of Norris Division (5-6 above) 12. Winner of Smythe Division (7-8 above) 13. Winner of Wales Conference (9-10 above) 14. Winner of Campbell Conference (11-12 above) 15. Winner of Stanley Cup (13-14 above) I will summarize the predictions, and see who is the biggest INTERNET GURU PREDICTING GUY/GAL. Send entries to Richard Madison rrmadiso@napier.uwaterloo.ca PS: I will send my entries to one of you folks so you know when I say I won, that I won!!!!!"
